tas,"	Year", Month, Country, ISO3, ISO2
30.3426,1958,5,IND,,
30.6616,1958,6,IND,,
27.017,1958,7,IND,,
26.6204,1958,8,IND,,
25.9912,1958,9,IND,,
24.5287,1958,10,IND,,
21.2012,1958,11,IND,,
18.1746,1958,12,IND,,
17.2593,1959,1,IND,,
19.0126,1959,2,IND,,
24.1898,1959,3,IND,,
28.0605,1959,4,IND,,
30.1463,1959,5,IND,,
29.3746,1959,6,IND,,
26.5446,1959,7,IND,,
26.1523,1959,8,IND,,
25.9385,1959,9,IND,,
24.8706,1959,10,IND,,
20.5854,1959,11,IND,,
17.8717,1959,12,IND,,
16.8524,1960,1,IND,,
20.6139,1960,2,IND,,
22.9453,1960,3,IND,,
27.4605,1960,4,IND,,
30.0449,1960,5,IND,,
29.5591,1960,6,IND,,
26.9925,1960,7,IND,,
26.4247,1960,8,IND,,
26.433,1960,9,IND,,
24.4374,1960,10,IND,,
20.1851,1960,11,IND,,
18.0186,1960,12,IND,,
17.5028,1961,1,IND,,
18.028,1961,2,IND,,
24.47,1961,3,IND,,
27.7411,1961,4,IND,,
29.8518,1961,5,IND,,
28.7,1961,6,IND,,
26.6254,1961,7,IND,,
26.4038,1961,8,IND,,
25.8176,1961,9,IND,,
24.0388,1961,10,IND,,
19.8822,1961,11,IND,,
16.1255,1961,12,IND,,
15.8479,1962,1,IND,,
19.2692,1962,2,IND,,
23.3199,1962,3,IND,,
27.5179,1962,4,IND,,
29.6861,1962,5,IND,,
29.4933,1962,6,IND,,
27.3183,1962,7,IND,,
26.2967,1962,8,IND,,
25.8056,1962,9,IND,,
23.9054,1962,10,IND,,
20.4515,1962,11,IND,,
17.3859,1962,12,IND,,
16.3562,1963,1,IND,,
19.884,1963,2,IND,,
23.2306,1963,3,IND,,
26.6789,1963,4,IND,,
29.1753,1963,5,IND,,
28.9146,1963,6,IND,,
27.3515,1963,7,IND,,
26.2434,1963,8,IND,,
26.039,1963,9,IND,,
24.8487,1963,10,IND,,
21.4789,1963,11,IND,,
17.7715,1963,12,IND,,
16.3322,1964,1,IND,,
19.3243,1964,2,IND,,
24.6809,1964,3,IND,,
28.3038,1964,4,IND,,
29.521,1964,5,IND,,
29.1559,1964,6,IND,,
26.4851,1964,7,IND,,
26.2267,1964,8,IND,,
25.8838,1964,9,IND,,
24.7202,1964,10,IND,,
20.0945,1964,11,IND,,
17.2922,1964,12,IND,,
17.7334,1965,1,IND,,
19.0957,1965,2,IND,,
22.903,1965,3,IND,,
26.5485,1965,4,IND,,
29.7089,1965,5,IND,,
29.8649,1965,6,IND,,
27.0164,1965,7,IND,,
26.4109,1965,8,IND,,
26.0646,1965,9,IND,,
25.1133,1965,10,IND,,
21.3867,1965,11,IND,,
17.6122,1965,12,IND,,
17.4652,1966,1,IND,,
20.761,1966,2,IND,,
23.72,1966,3,IND,,
27.8342,1966,4,IND,,
30.0809,1966,5,IND,,
29.2624,1966,6,IND,,
27.7954,1966,7,IND,,
26.5072,1966,8,IND,,
26.0725,1966,9,IND,,
24.8308,1966,10,IND,,
21.396,1966,11,IND,,
17.1712,1966,12,IND,,
16.5233,1967,1,IND,,
20.2146,1967,2,IND,,
22.6682,1967,3,IND,,
26.9423,1967,4,IND,,
29.8368,1967,5,IND,,
29.5146,1967,6,IND,,
27.067,1967,7,IND,,
25.9938,1967,8,IND,,
25.7932,1967,9,IND,,
24.2065,1967,10,IND,,
20.4447,1967,11,IND,,
18.1932,1967,12,IND,,
16.1698,1968,1,IND,,
18.1662,1968,2,IND,,
23.1924,1968,3,IND,,
26.8592,1968,4,IND,,
29.43,1968,5,IND,,
29.2785,1968,6,IND,,
27.015,1968,7,IND,,
26.3669,1968,8,IND,,
26.7044,1968,9,IND,,
24.2017,1968,10,IND,,
20.8022,1968,11,IND,,
17.8261,1968,12,IND,,
16.9077,1969,1,IND,,
19.8675,1969,2,IND,,
25.3188,1969,3,IND,,
28.1101,1969,4,IND,,
29.4824,1969,5,IND,,
29.7852,1969,6,IND,,
27.1279,1969,7,IND,,
26.3338,1969,8,IND,,
26.0025,1969,9,IND,,
25.0449,1969,10,IND,,
21.881,1969,11,IND,,
17.8137,1969,12,IND,,
17.2879,1970,1,IND,,
19.334,1970,2,IND,,
23.4977,1970,3,IND,,
28.3462,1970,4,IND,,
30.462,1970,5,IND,,
28.2272,1970,6,IND,,
27.1535,1970,7,IND,,
26.3084,1970,8,IND,,
25.9845,1970,9,IND,,
24.79,1970,10,IND,,
20.0439,1970,11,IND,,
16.9177,1970,12,IND,,
16.5934,1971,1,IND,,
19.0538,1971,2,IND,,
23.1848,1971,3,IND,,
27.5877,1971,4,IND,,
28.7585,1971,5,IND,,
27.5838,1971,6,IND,,
26.4522,1971,7,IND,,
25.9273,1971,8,IND,,
26.0795,1971,9,IND,,
24.233,1971,10,IND,,
19.9547,1971,11,IND,,
17.0464,1971,12,IND,,
16.9075,1972,1,IND,,
17.6665,1972,2,IND,,
23.9151,1972,3,IND,,
27.1371,1972,4,IND,,
30.2638,1972,5,IND,,
30.2779,1972,6,IND,,
27.5534,1972,7,IND,,
26.5028,1972,8,IND,,
26.1238,1972,9,IND,,
24.4816,1972,10,IND,,
20.7687,1972,11,IND,,
18.1253,1972,12,IND,,
17.253,1973,1,IND,,
20.3399,1973,2,IND,,
23.6295,1973,3,IND,,
29.1521,1973,4,IND,,
30.6957,1973,5,IND,,
29.414,1973,6,IND,,
27.0992,1973,7,IND,,
26.0669,1973,8,IND,,
26.0218,1973,9,IND,,
24.308,1973,10,IND,,
20.246,1973,11,IND,,
16.8819,1973,12,IND,,
16.3677,1974,1,IND,,
18.5754,1974,2,IND,,
24.4652,1974,3,IND,,
28.4605,1974,4,IND,,
29.5247,1974,5,IND,,
29.1239,1974,6,IND,,
27.1814,1974,7,IND,,
26.5561,1974,8,IND,,
26.5609,1974,9,IND,,
24.9208,1974,10,IND,,
20.1804,1974,11,IND,,
16.4698,1974,12,IND,,
16.0592,1975,1,IND,,
18.8752,1975,2,IND,,
23.2805,1975,3,IND,,
28.0804,1975,4,IND,,
30.3253,1975,5,IND,,
28.6649,1975,6,IND,,
26.395,1975,7,IND,,
26.2052,1975,8,IND,,
25.5888,1975,9,IND,,
24.8176,1975,10,IND,,
19.58,1975,11,IND,,
16.8014,1975,12,IND,,
16.778,1976,1,IND,,
19.2648,1976,2,IND,,
23.7237,1976,3,IND,,
27.1115,1976,4,IND,,
29.6274,1976,5,IND,,
28.7042,1976,6,IND,,
27.0723,1976,7,IND,,
25.8266,1976,8,IND,,
25.7429,1976,9,IND,,
25.0157,1976,10,IND,,
22.2086,1976,11,IND,,
18.0302,1976,12,IND,,
16.7904,1977,1,IND,,
19.68,1977,2,IND,,
25.0778,1977,3,IND,,
27.5377,1977,4,IND,,
28.6777,1977,5,IND,,
28.8629,1977,6,IND,,
26.7376,1977,7,IND,,
26.3019,1977,8,IND,,
25.9705,1977,9,IND,,
24.7873,1977,10,IND,,
22.2607,1977,11,IND,,
17.709,1977,12,IND,,
16.3471,1978,1,IND,,
18.758,1978,2,IND,,
22.4561,1978,3,IND,,
27.5944,1978,4,IND,,
30.7907,1978,5,IND,,
28.9905,1978,6,IND,,
26.4109,1978,7,IND,,
26.0745,1978,8,IND,,
25.9029,1978,9,IND,,
24.8381,1978,10,IND,,
21.5521,1978,11,IND,,
17.7047,1978,12,IND,,
17.5696,1979,1,IND,,
18.5782,1979,2,IND,,
22.8416,1979,3,IND,,
28.2033,1979,4,IND,,
29.4205,1979,5,IND,,
29.9557,1979,6,IND,,
27.5447,1979,7,IND,,
26.6605,1979,8,IND,,
26.5975,1979,9,IND,,
25.2984,1979,10,IND,,
22.4778,1979,11,IND,,
18.3473,1979,12,IND,,
17.355,1980,1,IND,,
20.0853,1980,2,IND,,
23.6835,1980,3,IND,,
28.8236,1980,4,IND,,
30.8752,1980,5,IND,,
28.6699,1980,6,IND,,
26.8752,1980,7,IND,,
26.3366,1980,8,IND,,
26.5468,1980,9,IND,,
25.0568,1980,10,IND,,
21.3805,1980,11,IND,,
17.8934,1980,12,IND,,
16.8599,1981,1,IND,,
19.8827,1981,2,IND,,
23.233,1981,3,IND,,
27.7628,1981,4,IND,,
29.7665,1981,5,IND,,
29.7681,1981,6,IND,,
26.9377,1981,7,IND,,
26.332,1981,8,IND,,
26.4855,1981,9,IND,,
24.6887,1981,10,IND,,
20.1654,1981,11,IND,,
17.3804,1981,12,IND,,
17.7306,1982,1,IND,,
19.0092,1982,2,IND,,
22.5244,1982,3,IND,,
27.0898,1982,4,IND,,
28.967,1982,5,IND,,
29.2449,1982,6,IND,,
28.017,1982,7,IND,,
26.4681,1982,8,IND,,
26.3648,1982,9,IND,,
25.1349,1982,10,IND,,
21.0839,1982,11,IND,,
18.0774,1982,12,IND,,
16.7185,1983,1,IND,,
18.8859,1983,2,IND,,
23.3036,1983,3,IND,,
26.4964,1983,4,IND,,
29.3577,1983,5,IND,,
29.7754,1983,6,IND,,
27.5189,1983,7,IND,,
26.6331,1983,8,IND,,
26.3492,1983,9,IND,,
24.2194,1983,10,IND,,
19.9734,1983,11,IND,,
17.3246,1983,12,IND,,
16.8778,1984,1,IND,,
18.236,1984,2,IND,,
24.4245,1984,3,IND,,
27.9588,1984,4,IND,,
30.9942,1984,5,IND,,
29.0851,1984,6,IND,,
26.6721,1984,7,IND,,
26.1798,1984,8,IND,,
25.532,1984,9,IND,,
24.4872,1984,10,IND,,
20.1288,1984,11,IND,,
18.0473,1984,12,IND,,
17.3943,1985,1,IND,,
19.5924,1985,2,IND,,
25.269,1985,3,IND,,
28.1887,1985,4,IND,,
30.3119,1985,5,IND,,
29.103,1985,6,IND,,
26.6692,1985,7,IND,,
26.43,1985,8,IND,,
26.3416,1985,9,IND,,
23.8473,1985,10,IND,,
20.7582,1985,11,IND,,
18.5273,1985,12,IND,,
16.9619,1986,1,IND,,
19.2492,1986,2,IND,,
23.7384,1986,3,IND,,
27.779,1986,4,IND,,
29.4205,1986,5,IND,,
29.1742,1986,6,IND,,
26.8383,1986,7,IND,,
26.172,1986,8,IND,,
26.4839,1986,9,IND,,
24.704,1986,10,IND,,
21.4974,1986,11,IND,,
17.5166,1986,12,IND,,
17.3036,1987,1,IND,,
19.9573,1987,2,IND,,
23.8866,1987,3,IND,,
28.0921,1987,4,IND,,
28.9969,1987,5,IND,,
30.1926,1987,6,IND,,
28.0466,1987,7,IND,,
27.1904,1987,8,IND,,
27.1644,1987,9,IND,,
25.2944,1987,10,IND,,
21.6306,1987,11,IND,,
18.0588,1987,12,IND,,
18.2281,1988,1,IND,,
20.633,1988,2,IND,,
23.9639,1988,3,IND,,
28.4396,1988,4,IND,,
30.9767,1988,5,IND,,
29.3925,1988,6,IND,,
26.9436,1988,7,IND,,
26.511,1988,8,IND,,
26.7264,1988,9,IND,,
24.6237,1988,10,IND,,
20.9265,1988,11,IND,,
18.2919,1988,12,IND,,
16.5456,1989,1,IND,,
19.1047,1989,2,IND,,
23.3162,1989,3,IND,,
27.512,1989,4,IND,,
30.3215,1989,5,IND,,
28.5025,1989,6,IND,,
26.9767,1989,7,IND,,
26.3209,1989,8,IND,,
26.3193,1989,9,IND,,
24.9064,1989,10,IND,,
21.234,1989,11,IND,,
17.52,1989,12,IND,,
18.3783,1990,1,IND,,
19.6683,1990,2,IND,,
22.7413,1990,3,IND,,
27.6417,1990,4,IND,,
29.1582,1990,5,IND,,
28.796,1990,6,IND,,
26.5924,1990,7,IND,,
26.486,1990,8,IND,,
26.2552,1990,9,IND,,
24.2626,1990,10,IND,,
21.5477,1990,11,IND,,
18.0588,1990,12,IND,,
16.642,1991,1,IND,,
20.0355,1991,2,IND,,
24.1889,1991,3,IND,,
27.3531,1991,4,IND,,
30.2605,1991,5,IND,,
28.9311,1991,6,IND,,
27.6065,1991,7,IND,,
26.2556,1991,8,IND,,
26.4251,1991,9,IND,,
24.5762,1991,10,IND,,
20.7631,1991,11,IND,,
17.6094,1991,12,IND,,
16.8263,1992,1,IND,,
18.4072,1992,2,IND,,
24.01,1992,3,IND,,
27.6323,1992,4,IND,,
29.5222,1992,5,IND,,
29.7876,1992,6,IND,,
27.5861,1992,7,IND,,
26.2313,1992,8,IND,,
25.9002,1992,9,IND,,
24.6237,1992,10,IND,,
21.0987,1992,11,IND,,
17.7518,1992,12,IND,,
17.3253,1993,1,IND,,
20.1322,1993,2,IND,,
22.7286,1993,3,IND,,
27.3275,1993,4,IND,,
30.2263,1993,5,IND,,
29.9435,1993,6,IND,,
27.2327,1993,7,IND,,
26.7428,1993,8,IND,,
26.1197,1993,9,IND,,
25.069,1993,10,IND,,
21.4534,1993,11,IND,,
17.7935,1993,12,IND,,
17.9238,1994,1,IND,,
19.1701,1994,2,IND,,
24.8727,1994,3,IND,,
27.0726,1994,4,IND,,
30.4812,1994,5,IND,,
29.1086,1994,6,IND,,
26.485,1994,7,IND,,
26.2782,1994,8,IND,,
26.2237,1994,9,IND,,
24.5888,1994,10,IND,,
21.0012,1994,11,IND,,
17.6513,1994,12,IND,,
16.0098,1995,1,IND,,
19.5858,1995,2,IND,,
23.1747,1995,3,IND,,
27.3325,1995,4,IND,,
29.9605,1995,5,IND,,
30.6515,1995,6,IND,,
27.4612,1995,7,IND,,
26.7623,1995,8,IND,,
26.5087,1995,9,IND,,
25.3159,1995,10,IND,,
21.2798,1995,11,IND,,
18.3955,1995,12,IND,,
17.8268,1996,1,IND,,
20.0398,1996,2,IND,,
25.0059,1996,3,IND,,
27.717,1996,4,IND,,
30.309,1996,5,IND,,
29.4867,1996,6,IND,,
27.3916,1996,7,IND,,
26.0153,1996,8,IND,,
26.5663,1996,9,IND,,
24.4623,1996,10,IND,,
20.9472,1996,11,IND,,
17.6419,1996,12,IND,,
16.5397,1997,1,IND,,
18.7763,1997,2,IND,,
23.9615,1997,3,IND,,
26.2504,1997,4,IND,,
29.1176,1997,5,IND,,
29.0985,1997,6,IND,,
27.5368,1997,7,IND,,
26.4873,1997,8,IND,,
26.3174,1997,9,IND,,
24.1876,1997,10,IND,,
21.6311,1997,11,IND,,
17.8159,1997,12,IND,,
17.2569,1998,1,IND,,
19.8976,1998,2,IND,,
23.1899,1998,3,IND,,
28.2385,1998,4,IND,,
30.9067,1998,5,IND,,
30.2929,1998,6,IND,,
27.5391,1998,7,IND,,
27.0552,1998,8,IND,,
26.6861,1998,9,IND,,
25.5502,1998,10,IND,,
21.7733,1998,11,IND,,
17.9022,1998,12,IND,,
16.7506,1999,1,IND,,
20.5651,1999,2,IND,,
24.6289,1999,3,IND,,
28.8987,1999,4,IND,,
29.6425,1999,5,IND,,
28.8186,1999,6,IND,,
27.1424,1999,7,IND,,
26.5459,1999,8,IND,,
26.5159,1999,9,IND,,
25.1572,1999,10,IND,,
21.8786,1999,11,IND,,
18.1518,1999,12,IND,,
17.9382,2000,1,IND,,
18.8586,2000,2,IND,,
23.3861,2000,3,IND,,
28.8365,2000,4,IND,,
29.8966,2000,5,IND,,
28.6128,2000,6,IND,,
26.984,2000,7,IND,,
26.8333,2000,8,IND,,
26.4225,2000,9,IND,,
25.8498,2000,10,IND,,
21.9999,2000,11,IND,,
18.182,2000,12,IND,,
17.2849,2001,1,IND,,
20.4163,2001,2,IND,,
24.1784,2001,3,IND,,
27.715,2001,4,IND,,
30.2005,2001,5,IND,,
28.2791,2001,6,IND,,
26.923,2001,7,IND,,
26.7708,2001,8,IND,,
27.074,2001,9,IND,,
25.5072,2001,10,IND,,
22.0985,2001,11,IND,,
18.5112,2001,12,IND,,
17.3294,2002,1,IND,,
20.0054,2002,2,IND,,
24.6669,2002,3,IND,,
28.6962,2002,4,IND,,
30.9252,2002,5,IND,,
29.5176,2002,6,IND,,
28.2012,2002,7,IND,,
26.57,2002,8,IND,,
26.2745,2002,9,IND,,
25.4744,2002,10,IND,,
21.6335,2002,11,IND,,
18.9412,2002,12,IND,,
17.4062,2003,1,IND,,
20.1886,2003,2,IND,,
23.6891,2003,3,IND,,
28.6035,2003,4,IND,,
30.2705,2003,5,IND,,
30.1909,2003,6,IND,,
27.1453,2003,7,IND,,
26.7077,2003,8,IND,,
26.316,2003,9,IND,,
25.0509,2003,10,IND,,
21.5925,2003,11,IND,,
18.1746,2003,12,IND,,
17.1243,2004,1,IND,,
19.7681,2004,2,IND,,
25.6688,2004,3,IND,,
28.8608,2004,4,IND,,
29.9194,2004,5,IND,,
28.7406,2004,6,IND,,
27.6163,2004,7,IND,,
26.4105,2004,8,IND,,
26.8845,2004,9,IND,,
24.393,2004,10,IND,,
21.5093,2004,11,IND,,
18.5587,2004,12,IND,,
17.3341,2005,1,IND,,
19.8402,2005,2,IND,,
24.4453,2005,3,IND,,
27.5601,2005,4,IND,,
29.6286,2005,5,IND,,
30.3993,2005,6,IND,,
27.1127,2005,7,IND,,
26.9007,2005,8,IND,,
26.6121,2005,9,IND,,
24.7613,2005,10,IND,,
20.8373,2005,11,IND,,
17.5969,2005,12,IND,,
17.7795,2006,1,IND,,
21.7275,2006,2,IND,,
23.6574,2006,3,IND,,
27.773,2006,4,IND,,
30.1976,2006,5,IND,,
29.0772,2006,6,IND,,
27.2811,2006,7,IND,,
26.4473,2006,8,IND,,
26.6696,2006,9,IND,,
25.5761,2006,10,IND,,
21.9027,2006,11,IND,,
18.6225,2006,12,IND,,
17.6062,2007,1,IND,,
20.0309,2007,2,IND,,
23.6263,2007,3,IND,,
28.6448,2007,4,IND,,
30.0014,2007,5,IND,,
29.3996,2007,6,IND,,
27.4781,2007,7,IND,,
26.9816,2007,8,IND,,
26.797,2007,9,IND,,
24.9372,2007,10,IND,,
21.7167,2007,11,IND,,
18.2932,2007,12,IND,,
17.382,2008,1,IND,,
18.5751,2008,2,IND,,
24.7969,2008,3,IND,,
27.6182,2008,4,IND,,
29.8245,2008,5,IND,,
28.3342,2008,6,IND,,
27.1237,2008,7,IND,,
26.3982,2008,8,IND,,
26.4732,2008,9,IND,,
25.4801,2008,10,IND,,
22.0186,2008,11,IND,,
19.5262,2008,12,IND,,
18.6935,2009,1,IND,,
21.3556,2009,2,IND,,
24.8618,2009,3,IND,,
28.7196,2009,4,IND,,
30.542,2009,5,IND,,
30.2758,2009,6,IND,,
27.6575,2009,7,IND,,
27.4751,2009,8,IND,,
26.954,2009,9,IND,,
25.0814,2009,10,IND,,
21.8254,2009,11,IND,,
18.8623,2009,12,IND,,
17.1528,2010,1,IND,,
20.569,2010,2,IND,,
26.0479,2010,3,IND,,
29.9188,2010,4,IND,,
30.9367,2010,5,IND,,
29.9059,2010,6,IND,,
27.6628,2010,7,IND,,
27.0722,2010,8,IND,,
26.552,2010,9,IND,,
25.6958,2010,10,IND,,
22.5287,2010,11,IND,,
17.7485,2010,12,IND,,
16.5939,2011,1,IND,,
19.9479,2011,2,IND,,
24.4743,2011,3,IND,,
27.3541,2011,4,IND,,
30.2931,2011,5,IND,,
29.044,2011,6,IND,,
27.4064,2011,7,IND,,
26.763,2011,8,IND,,
26.4944,2011,9,IND,,
25.5285,2011,10,IND,,
22.1691,2011,11,IND,,
18.5152,2011,12,IND,,
16.7365,2012,1,IND,,
19.5329,2012,2,IND,,
24.0837,2012,3,IND,,
28.0281,2012,4,IND,,
30.5945,2012,5,IND,,
30.3765,2012,6,IND,,
27.6659,2012,7,IND,,
26.5802,2012,8,IND,,
26.5004,2012,9,IND,,
24.7544,2012,10,IND,,
21.038,2012,11,IND,,
18.4889,2012,12,IND,,
17.0686,2013,1,IND,,
19.7613,2013,2,IND,,
24.3788,2013,3,IND,,
27.8826,2013,4,IND,,
30.8022,2013,5,IND,,
28.6156,2013,6,IND,,
26.9224,2013,7,IND,,
26.3956,2013,8,IND,,
26.8396,2013,9,IND,,
25.1562,2013,10,IND,,
20.9762,2013,11,IND,,
18.0772,2013,12,IND,,
17.1987,2014,1,IND,,
19.0067,2014,2,IND,,
23.3757,2014,3,IND,,
27.9459,2014,4,IND,,
29.5535,2014,5,IND,,
30.6068,2014,6,IND,,
27.893,2014,7,IND,,
27.2546,2014,8,IND,,
26.5108,2014,9,IND,,
25.3791,2014,10,IND,,
21.9367,2014,11,IND,,
17.7494,2014,12,IND,,
16.6115,2015,1,IND,,
20.2522,2015,2,IND,,
23.3404,2015,3,IND,,
27.162,2015,4,IND,,
30.6121,2015,5,IND,,
29.1138,2015,6,IND,,
27.5206,2015,7,IND,,
27.0912,2015,8,IND,,
27.2284,2015,9,IND,,
25.9414,2015,10,IND,,
22.3532,2015,11,IND,,
18.6159,2015,12,IND,,
